,Unnamed: 0,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
3,3,376490,66,SavedShot,0.8030000305175782,0.655,0.034214500337839134,Aleksandar Mitrovic,h,773,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Franck Zambo,Pass
4,4,376494,89,MissedShots,0.5959999847412111,0.2920000076293945,0.005482853390276432,Bobby Reid,h,6827,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,None
5,0,376478,7,MissedShots,0.8480000305175781,0.6020000076293945,0.06435254961252213,Granit Xhaka,a,204,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Pierre-Emerick Aubameyang,Pass
6,1,376479,7,SavedShot,0.9540000152587892,0.4929999923706055,0.6487818360328674,Willian,a,700,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,Rebound
7,2,376480,8,Goal,0.9740000152587892,0.47,0.7580886483192444,Alexandre Lacazette,a,3277,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,Rebound
8,3,376482,20,BlockedShot,0.8630000305175781,0.4870000076293946,0.11015225946903227,Mohamed Elneny,a,496,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Alexandre Lacazette,Pass
9,4,376483,20,MissedShots,0.8180000305175781,0.5209999847412109,0.0572240874171257,Granit Xhaka,a,204,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,Rebound
10,5,376484,26,ShotOnPost,0.8030000305175782,0.4970000076293946,0.13563410937786102,Willian,a,700,DirectFreekick,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,Standard
11,6,376485,36,SavedShot,0.924000015258789,0.6509999847412109,0.08170896768569946,Pierre-Emerick Aubameyang,a,318,OpenPlay,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Granit Xhaka,Chipped
12,7,376486,48,Goal,0.9490000152587892,0.4820000076293946,0.5060973167419434,Gabriel,a,5613,FromCorner,2020,OtherBodyPart,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Willian,Cross
13,8,376488,56,Goal,0.8719999694824219,0.6359999847412109,0.09433776885271072,Pierre-Emerick Aubameyang,a,318,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Willian,Chipped
14,9,376489,61,BlockedShot,0.7340000152587891,0.4490000152587891,0.05264190211892128,Granit Xhaka,a,204,DirectFreekick,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,,Standard
15,10,376491,72,BlockedShot,0.794000015258789,0.5309999847412109,0.03415199741721153,Granit Xhaka,a,204,SetPiece,2020,LeftFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Willian,Pass
16,11,376492,77,BlockedShot,0.965999984741211,0.3579999923706055,0.10653381794691086,Pierre-Emerick Aubameyang,a,318,OpenPlay,2020,RightFoot,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Héctor Bellerín,Pass
17,12,376493,77,MissedShots,0.9690000152587892,0.41,0.07018397003412248,Alexandre Lacazette,a,3277,FromCorner,2020,Head,14086,Fulham,Arsenal,0,3,2020-09-12 11:30:00,Nicolas Pepe,Cross
18,0,376518,12,Goal,0.92,0.5609999847412109,0.5024706125259399,Wilfried Zaha,h,522,OpenPlay,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Andros Townsend,Cross
19,1,376520,35,SavedShot,0.905,0.5109999847412109,0.36499735713005066,Cheikhou Kouyaté,h,532,SetPiece,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Andros Townsend,Cross
20,2,376526,74,SavedShot,0.899000015258789,0.41,0.0447278618812561,Jordan Ayew,h,672,SetPiece,2020,Head,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Luka Milivojevic,Cross
21,3,376527,79,MissedShots,0.91,0.45,0.06632621586322784,James McArthur,h,633,FromCorner,2020,Head,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Luka Milivojevic,Cross
22,4,376529,94,MissedShots,0.906999969482422,0.6390000152587889,0.41716399788856506,Wilfried Zaha,h,522,OpenPlay,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,James McArthur,TakeOn
23,0,376517,3,SavedShot,0.916999969482422,0.4720000076293946,0.08946642279624939,Jack Stephens,a,1735,FromCorner,2020,Head,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,James Ward-Prowse,Cross
24,1,376519,31,SavedShot,0.97,0.3240000152587891,0.0225256085395813,Danny Ings,a,986,OpenPlay,2020,Head,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,,None
25,2,376521,45,SavedShot,0.8830000305175781,0.6459999847412109,0.07210655510425568,Nathan Redmond,a,790,OpenPlay,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Che Adams,Pass
26,3,376522,52,SavedShot,0.9230000305175782,0.5279999923706055,0.5063690543174744,Che Adams,a,7700,SetPiece,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Jannik Vestergaard,HeadPass
27,4,376523,55,BlockedShot,0.8669999694824219,0.5729999923706055,0.0678313821554184,Danny Ings,a,986,OpenPlay,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Ryan Bertrand,HeadPass
28,5,376524,56,MissedShots,0.9009999847412108,0.66,0.06739412248134613,Nathan Redmond,a,790,OpenPlay,2020,LeftFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Danny Ings,Pass
29,6,376525,73,MissedShots,0.7859999847412109,0.77,0.04341792687773705,James Ward-Prowse,a,843,DirectFreekick,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,,Standard
30,7,376528,86,MissedShots,0.715,0.59,0.04113474488258362,James Ward-Prowse,a,843,DirectFreekick,2020,RightFoot,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,,Standard
31,8,376530,94,SavedShot,0.9130000305175782,0.475,0.3524278998374939,Danny Ings,a,986,OpenPlay,2020,Head,14087,Crystal Palace,Southampton,1,0,2020-09-12 14:00:00,Kyle Walker-Peters,Cross
32,0,398627,0,MissedShots,0.86,0.730999984741211,0.029239242896437645,Robbie Brady,h,789,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Matthew Lowton,Chipped
33,1,398628,2,BlockedShot,0.784000015258789,0.33,0.022971851751208302,Johann Berg Gudmundsson,h,1663,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,BallRecovery
34,2,398629,9,BlockedShot,0.7669999694824219,0.6140000152587891,0.02281920239329338,Robbie Brady,h,789,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Ashley Barnes,Pass
35,3,398630,12,MissedShots,0.7319999694824219,0.6029999923706054,0.014010223560035229,Ben Mee,h,1654,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
36,4,398633,21,BlockedShot,0.85,0.5129999923706055,0.08182129263877869,Chris Wood,h,4456,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Ashley Barnes,Pass
37,5,398638,50,MissedShots,0.7440000152587891,0.4129999923706055,0.018068648874759674,Ashley Barnes,h,4422,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Chris Wood,LayOff
38,6,398645,84,MissedShots,0.8080000305175781,0.635,0.013077564537525177,Josh Brownhill,h,8323,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,Aerial
39,7,398646,85,MissedShots,0.8619999694824219,0.6709999847412109,0.01713516004383564,James Tarkowski,h,1665,SetPiece,2020,Head,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Josh Brownhill,Chipped
40,8,398647,86,BlockedShot,0.89,0.3509999847412109,0.05477359518408775,Matej Vydra,h,1017,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
41,9,398648,87,MissedShots,0.904000015258789,0.40900001525878893,0.2373989373445511,Matej Vydra,h,1017,FromCorner,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Ben Mee,BallTouch
42,10,398649,90,BlockedShot,0.915,0.4929999923706055,0.0916065350174904,James Tarkowski,h,1665,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
43,11,398651,94,MissedShots,0.8680000305175781,0.6659999847412109,0.04565950110554695,Matej Vydra,h,1017,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
44,0,398631,16,SavedShot,0.8519999694824218,0.4929999923706055,0.09561029821634293,Bruno Fernandes,a,1228,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Luke Shaw,Pass
45,1,398632,19,BlockedShot,0.8859999847412109,0.5220000076293946,0.09373006224632263,Anthony Martial,a,553,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Bruno Fernandes,Cross
46,2,398634,24,MissedShots,0.86,0.515,0.10312479734420776,Anthony Martial,a,553,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Nemanja Matic,Pass
47,3,398635,37,BlockedShot,0.911999969482422,0.485,0.11354674398899077,Edinson Cavani,a,3294,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Paul Pogba,HeadPass
48,4,398636,44,SavedShot,0.7569999694824219,0.645,0.01970791257917881,Anthony Martial,a,553,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Edinson Cavani,Pass
49,5,398637,48,BlockedShot,0.7380000305175781,0.33599998474121096,0.015732262283563614,Bruno Fernandes,a,1228,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Luke Shaw,Pass
50,6,398639,51,SavedShot,0.911999969482422,0.5359999847412109,0.09907706826925278,Edinson Cavani,a,3294,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
51,7,398640,55,SavedShot,0.759000015258789,0.3520000076293945,0.02117852121591568,Bruno Fernandes,a,1228,OpenPlay,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Aaron Wan-Bissaka,Pass
52,8,398641,59,SavedShot,0.7709999847412109,0.655,0.01891427114605904,Bruno Fernandes,a,1228,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Anthony Martial,Pass
53,9,398642,66,MissedShots,0.8909999847412109,0.43,0.0825299471616745,Edinson Cavani,a,3294,FromCorner,2020,LeftFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,,None
54,10,398643,70,Goal,0.8490000152587891,0.534000015258789,0.06315308809280397,Paul Pogba,a,1740,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Marcus Rashford,Cross
55,11,398644,81,BlockedShot,0.911999969482422,0.4209999847412109,0.13291147351264954,Anthony Martial,a,553,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Paul Pogba,Pass
56,12,398650,93,SavedShot,0.870999984741211,0.4040000152587889,0.3807481229305267,Anthony Martial,a,553,OpenPlay,2020,RightFoot,14088,Burnley,Manchester United,0,1,2021-01-12 22:15:00,Edinson Cavani,Chipped
57,0,399938,3,SavedShot,0.9669999694824218,0.4459999847412109,0.5364888310432434,Bernardo Silva,h,3635,FromCorner,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Rodri,HeadPass
58,1,399939,3,BlockedShot,0.960999984741211,0.500999984741211,0.6845390200614929,John Stones,h,586,FromCorner,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Rebound
59,2,399940,7,BlockedShot,0.8219999694824218,0.6540000152587889,0.04122206941246986,Kevin De Bruyne,h,447,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,Pass
60,3,399941,8,BlockedShot,0.895,0.5509999847412109,0.09973420202732086,Phil Foden,h,6055,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Kevin De Bruyne,TakeOn
61,4,399942,11,BlockedShot,0.9080000305175782,0.6270000076293946,0.09505848586559296,Phil Foden,h,6055,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,João Cancelo,Pass
62,5,399943,11,BlockedShot,0.730999984741211,0.59,0.016083186492323875,Rodri,h,2496,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,BallRecovery
63,6,399944,12,MissedShots,0.8930000305175781,0.7230000305175781,0.041440948843956,João Cancelo,h,2379,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,TakeOn
64,7,399945,22,SavedShot,0.9,0.524000015258789,0.10069047659635544,Rodri,h,2496,FromCorner,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,None
65,8,399947,28,BlockedShot,0.815,0.5109999847412109,0.05658473074436188,Kevin De Bruyne,h,447,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Ilkay Gündogan,Pass
66,9,399948,31,BlockedShot,0.755,0.5459999847412109,0.01904474757611752,Rodri,h,2496,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,Pass
67,10,399949,31,MissedShots,0.9159999847412108,0.4759999847412109,0.14131100475788114,Raheem Sterling,h,618,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Rodri,Rebound
68,11,399951,42,SavedShot,0.9130000305175782,0.6869999694824219,0.008125483058393002,Phil Foden,h,6055,OpenPlay,2020,Head,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Rodri,Cross
69,12,399953,45,BlockedShot,0.9030000305175782,0.615,0.13708563148975372,Phil Foden,h,6055,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Kevin De Bruyne,Pass
70,13,399954,46,BlockedShot,0.885,0.28,0.04178999736905098,Raheem Sterling,h,618,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,João Cancelo,Pass
71,14,399955,50,MissedShots,0.8830000305175781,0.6630000305175782,0.07514611631631851,Ilkay Gündogan,h,314,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,Pass
72,15,399957,52,SavedShot,0.784000015258789,0.6680000305175782,0.02086290344595909,Kevin De Bruyne,h,447,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Ilkay Gündogan,Pass
73,16,399958,53,ShotOnPost,0.8919999694824219,0.3429999923706055,0.07804669439792633,João Cancelo,h,2379,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Kevin De Bruyne,Pass
74,17,399959,57,MissedShots,0.8959999847412109,0.655,0.06146397814154625,Phil Foden,h,6055,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,None
75,18,399961,60,BlockedShot,0.735,0.5120000076293946,0.02039143443107605,Gabriel Jesus,h,5543,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Raheem Sterling,Pass
76,19,399962,62,MissedShots,0.911999969482422,0.5420000076293945,0.11510482430458067,Ilkay Gündogan,h,314,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Gabriel Jesus,BallTouch
77,20,399967,68,BlockedShot,0.8830000305175781,0.5420000076293945,0.1204368695616722,Ilkay Gündogan,h,314,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,Pass
78,21,399968,68,SavedShot,0.9159999847412108,0.5979999923706054,0.035312388092279434,Ilkay Gündogan,h,314,FromCorner,2020,Head,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Phil Foden,Cross
79,22,399969,68,SavedShot,0.978000030517578,0.54,0.13102568686008453,Rúben Dias,h,8961,FromCorner,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,FormationChange
80,23,399970,71,BlockedShot,0.8690000152587891,0.555,0.0985286831855774,Ilkay Gündogan,h,314,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Raheem Sterling,Pass
81,24,399973,78,Goal,0.8219999694824218,0.4879999923706055,0.07346561551094055,Bernardo Silva,h,3635,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Rodri,Pass
82,25,399974,87,SavedShot,0.745999984741211,0.3570000076293945,0.023079538717865944,João Cancelo,h,2379,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Bernardo Silva,Pass
83,26,399975,88,MissedShots,0.9519999694824218,0.61,0.08055461198091507,Gabriel Jesus,h,5543,OpenPlay,2020,Head,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Riyad Mahrez,Cross
84,27,399976,89,Goal,0.885,0.5,0.7611688375473022,Ilkay Gündogan,h,314,Penalty,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Standard
85,0,399946,26,MissedShots,0.958000030517578,0.6909999847412109,0.06414399296045302,Bertrand Traoré,a,695,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Jack Grealish,Pass
86,1,399950,36,SavedShot,0.815,0.6840000152587891,0.023649556562304497,Ross Barkley,a,592,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Jack Grealish,Pass
87,2,399952,44,BlockedShot,0.845,0.6179999923706054,0.09757942706346512,Ross Barkley,a,592,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Ollie Watkins,Pass
88,3,399956,51,SavedShot,0.794000015258789,0.3370000076293945,0.04301387071609497,Bertrand Traoré,a,695,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Emiliano Martinez,Pass
89,4,399960,60,BlockedShot,0.8980000305175782,0.37900001525878907,0.034705255180597305,Ross Barkley,a,592,SetPiece,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Aerial
90,5,399963,63,SavedShot,0.7580000305175781,0.415,0.0201139934360981,Douglas Luiz,a,6122,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,None
91,6,399964,65,BlockedShot,0.765,0.455,0.07612050324678421,Douglas Luiz,a,6122,DirectFreekick,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Standard
92,7,399965,66,MissedShots,0.906999969482422,0.3820000076293945,0.07726436853408812,Bertrand Traoré,a,695,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,None
93,8,399966,66,SavedShot,0.775,0.3940000152587891,0.019354727119207386,Douglas Luiz,a,6122,OpenPlay,2020,RightFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Rebound
94,9,399971,75,MissedShots,0.8819999694824219,0.465999984741211,0.036774031817913055,Ollie Watkins,a,8865,OpenPlay,2020,Head,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,,Aerial
95,10,399972,75,MissedShots,0.88,0.5690000152587891,0.1105433627963066,John McGinn,a,7723,OpenPlay,2020,LeftFoot,14089,Manchester City,Aston Villa,2,0,2021-01-20 20:00:00,Jack Grealish,Pass
96,0,376602,2,BlockedShot,0.875,0.3470000076293945,0.06855621188879013,Mohamed Salah,h,1250,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Sadio Mané,Pass
97,1,376603,3,Goal,0.885,0.5,0.7611688375473022,Mohamed Salah,h,1250,Penalty,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,Standard
98,2,376604,6,BlockedShot,0.86,0.3220000076293945,0.06080123782157897,Mohamed Salah,h,1250,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Sadio Mané,Pass
99,3,376606,19,Goal,0.9459999847412108,0.5420000076293945,0.41931298375129705,Virgil van Dijk,h,833,FromCorner,2020,Head,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Andrew Robertson,Cross
100,4,376607,24,SavedShot,0.7340000152587891,0.37400001525878906,0.01907025277614593,Jordan Henderson,h,605,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
101,5,376608,28,BlockedShot,0.9359999847412108,0.35900001525878905,0.09406596422195436,Naby Keita,h,5247,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
102,6,376610,32,Goal,0.87,0.3920000076293945,0.062427118420600884,Mohamed Salah,h,1250,SetPiece,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
103,7,376611,39,BlockedShot,0.8490000152587891,0.5570000076293945,0.10687961429357527,Sadio Mané,h,838,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Georginio Wijnaldum,Pass
104,8,376612,39,BlockedShot,0.8619999694824219,0.56,0.08808843791484833,Sadio Mané,h,838,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,Rebound
105,9,376613,48,SavedShot,0.8909999847412109,0.5429999923706055,0.12067969143390656,Georginio Wijnaldum,h,771,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Sadio Mané,BallTouch
106,10,376615,52,BlockedShot,0.915,0.40900001525878893,0.058039911091327674,Mohamed Salah,h,1250,FromCorner,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Trent Alexander-Arnold,Cross
107,11,376616,52,MissedShots,0.8859999847412109,0.5759999847412111,0.01290998887270689,Virgil van Dijk,h,833,FromCorner,2020,Head,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Trent Alexander-Arnold,Aerial
108,12,376617,59,BlockedShot,0.8669999694824219,0.6790000152587891,0.07143329083919525,Mohamed Salah,h,1250,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Georginio Wijnaldum,BallRecovery
109,13,376618,61,MissedShots,0.7769999694824219,0.5909999847412111,0.05614548176527023,Sadio Mané,h,838,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Mohamed Salah,Pass
110,14,376620,67,BlockedShot,0.8669999694824219,0.33299999237060546,0.046994347125291824,Sadio Mané,h,838,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Mohamed Salah,Pass
111,15,376621,70,BlockedShot,0.7880000305175782,0.6270000076293946,0.02554612047970295,Sadio Mané,h,838,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Mohamed Salah,TakeOn
112,16,376622,70,MissedShots,0.8440000152587891,0.450999984741211,0.06557345390319824,Mohamed Salah,h,1250,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
113,17,376624,77,BlockedShot,0.860999984741211,0.5309999847412109,0.10385692864656447,Georginio Wijnaldum,h,771,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Mohamed Salah,Pass
114,18,376625,79,BlockedShot,0.7919999694824219,0.36,0.030657855793833733,Mohamed Salah,h,1250,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Curtis Jones,Pass
115,19,376626,84,BlockedShot,0.7669999694824219,0.44299999237060544,0.025401655584573742,Roberto Firmino,h,482,OpenPlay,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
116,20,376627,86,BlockedShot,0.875,0.5820000076293945,0.10476050525903703,Roberto Firmino,h,482,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Sadio Mané,Pass
117,21,376628,87,Goal,0.885,0.5,0.7611688375473022,Mohamed Salah,h,1250,Penalty,2020,LeftFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,Standard
118,0,376605,11,Goal,0.8419999694824218,0.6070000076293945,0.05824599787592887,Jack Harrison,a,8720,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Kalvin Phillips,TakeOn
119,1,376609,29,Goal,0.8830000305175781,0.36,0.05532441660761833,Patrick Bamford,a,822,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,None
120,2,376614,49,BlockedShot,0.7390000152587891,0.4329999923706055,0.01575242541730404,Patrick Bamford,a,822,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,BallRecovery
121,3,376619,65,Goal,0.8880000305175781,0.4209999847412109,0.0732194110751152,Mateusz Klich,a,4381,OpenPlay,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Hélder Costa,Cross
122,4,376623,75,MissedShots,0.6940000152587891,0.5209999847412109,0.03589872643351555,Kalvin Phillips,a,8719,DirectFreekick,2020,RightFoot,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,,Standard
123,5,376629,90,BlockedShot,0.9059999847412108,0.5490000152587889,0.03137226775288582,Robin Koch,a,6273,OpenPlay,2020,Head,14090,Liverpool,Leeds,4,3,2020-09-12 16:30:00,Kalvin Phillips,Aerial
124,0,376644,13,ShotOnPost,0.899000015258789,0.5970000076293945,0.01188643742352724,Angelo Ogbonna,h,528,SetPiece,2020,Head,14091,West Ham,Newcastle United,0,2,2020-09-12 19:00:00,Mark Noble,Aerial
125,1,376649,26,SavedShot,0.879000015258789,0.6430000305175781,0.09897253662347794,Michail Antonio,h,531,OpenPlay,2020,RightFoot,14091,West Ham,Newcastle United,0,2,2020-09-12 19:00:00,Tomas Soucek,Pass
126,2,376650,28,MissedShots,0.921999969482422,0.5359999847412109,0.12639743089675906,Tomas Soucek,h,8288,OpenPlay,2020,Head,14091,West Ham,Newcastle United,0,2,2020-09-12 19:00:00,Ryan Fredericks,Cross
127,3,376651,30,BlockedShot,0.7909999847412109,0.6179999923706054,0.024375345557928085,Tomas Soucek,h,8288,OpenPlay,2020,LeftFoot,14091,West Ham,Newcastle United,0,2,2020-09-12 19:00:00,Michail Antonio,Pass
